movie,chapter,scene_counting,emotion,prediction
Harry Potter and the Order of the Phoenix,The Hearing,140,happiness,4
Harry Potter and the Order of the Phoenix,The Hearing,140,empty,1
Harry Potter and the Order of the Phoenix,The Hearing,140,fun,1
Harry Potter and the Order of the Phoenix,The Originals,141,fun,1
Harry Potter and the Order of the Phoenix,The Originals,141,worry,4
Harry Potter and the Order of the Phoenix,The Originals,141,surprise,2
Harry Potter and the Order of the Phoenix,The Originals,141,sadness,4
Harry Potter and the Order of the Phoenix,The Originals,141,happiness,1
Harry Potter and the Order of the Phoenix,The Originals,141,neutral,7
Harry Potter and the Order of the Phoenix,The Originals,141,love,1
Harry Potter and the Order of the Phoenix,The Originals,141,relief,1
Harry Potter and the Order of the Phoenix,Luna Lovegood,142,happiness,2
Harry Potter and the Order of the Phoenix,Luna Lovegood,142,neutral,2
Harry Potter and the Order of the Phoenix,Luna Lovegood,142,surprise,1
Harry Potter and the Order of the Phoenix,Luna Lovegood,142,worry,2
Harry Potter and the Order of the Phoenix,Luna Lovegood,142,fun,1
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",143,neutral,9
Harry Potter and the Order of the Phoenix,"Preserve, Perfect and Prune",143,surprise,1
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,enthusiasm,1
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,happiness,2
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,hate,1
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,neutral,10
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,relief,2
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,sadness,3
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,surprise,3
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,empty,1
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,love,1
Harry Potter and the Order of the Phoenix,Professor Umbridge's Class,144,worry,3
Harry Potter and the Order of the Phoenix,Detention With Dolores,145,enthusiasm,1
Harry Potter and the Order of the Phoenix,Detention With Dolores,145,neutral,7
Harry Potter and the Order of the Phoenix,Detention With Dolores,145,worry,10
Harry Potter and the Order of the Phoenix,Detention With Dolores,145,relief,1
Harry Potter and the Order of the Phoenix,Detention With Dolores,145,sadness,2
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,146,happiness,1
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,146,fun,1
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,146,sadness,1
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,146,surprise,2
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,146,worry,4
Harry Potter and the Order of the Phoenix,The Hogwarts High Inquisitor,146,neutral,3
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,surprise,6
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,happiness,2
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,neutral,12
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,relief,3
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,sadness,1
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,worry,15
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,enthusiasm,2
Harry Potter and the Order of the Phoenix,In the Hog's Head,147,empty,1
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,surprise,2
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,sadness,7
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,neutral,9
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,worry,7
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,hate,2
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,happiness,2
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,fun,3
Harry Potter and the Order of the Phoenix,Dumbledore's Army,148,love,2
Harry Potter and the Order of the Phoenix,Hagrid's Tale,149,enthusiasm,1
Harry Potter and the Order of the Phoenix,Hagrid's Tale,149,worry,6
Harry Potter and the Order of the Phoenix,Hagrid's Tale,149,sadness,2
Harry Potter and the Order of the Phoenix,Hagrid's Tale,149,relief,1
Harry Potter and the Order of the Phoenix,Hagrid's Tale,149,neutral,5
Harry Potter and the Order of the Phoenix,Hagrid's Tale,149,happiness,2
Harry Potter and the Order of the Phoenix,Hagrid's Tale,149,fun,1
Harry Potter and the Order of the Phoenix,Occlumency,150,surprise,3
Harry Potter and the Order of the Phoenix,Occlumency,150,sadness,2
Harry Potter and the Order of the Phoenix,Occlumency,150,neutral,14
Harry Potter and the Order of the Phoenix,Occlumency,150,worry,10
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,surprise,1
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,empty,1
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,enthusiasm,1
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,fun,2
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,happiness,4
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,hate,1
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,neutral,18
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,relief,3
Harry Potter and the Order of the Phoenix,Unquiet Escape,151,worry,9
Harry Potter and the Order of the Phoenix,Grawp,152,sadness,5
Harry Potter and the Order of the Phoenix,Grawp,152,fun,1
Harry Potter and the Order of the Phoenix,Grawp,152,happiness,3
Harry Potter and the Order of the Phoenix,Grawp,152,relief,2
Harry Potter and the Order of the Phoenix,Grawp,152,worry,5
Harry Potter and the Order of the Phoenix,Grawp,152,surprise,1
Harry Potter and the Order of the Phoenix,Grawp,152,neutral,6
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,153,empty,1
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,153,enthusiasm,1
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,153,happiness,2
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,153,hate,1
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,153,worry,6
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,153,sadness,4
Harry Potter and the Order of the Phoenix,Snape's Worst Memory,153,neutral,5
Harry Potter and the Order of the Phoenix,Out of the Fire,154,happiness,4
Harry Potter and the Order of the Phoenix,Out of the Fire,154,neutral,11
Harry Potter and the Order of the Phoenix,Out of the Fire,154,relief,3
Harry Potter and the Order of the Phoenix,Out of the Fire,154,surprise,2
Harry Potter and the Order of the Phoenix,Out of the Fire,154,worry,11
Harry Potter and the Order of the Phoenix,Out of the Fire,154,fun,1
Harry Potter and the Order of the Phoenix,Out of the Fire,154,sadness,6
Harry Potter and the Order of the Phoenix,Out of the Fire,154,empty,1
Harry Potter and the Order of the Phoenix,Fight and Flight,155,worry,7
Harry Potter and the Order of the Phoenix,Fight and Flight,155,sadness,2
Harry Potter and the Order of the Phoenix,Fight and Flight,155,relief,1
Harry Potter and the Order of the Phoenix,Fight and Flight,155,neutral,10
Harry Potter and the Order of the Phoenix,Fight and Flight,155,surprise,1
Harry Potter and the Order of the Phoenix,Fight and Flight,155,happiness,3
Harry Potter and the Order of the Phoenix,Fight and Flight,155,enthusiasm,3
Harry Potter and the Order of the Phoenix,Fight and Flight,155,hate,1
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,hate,1
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,empty,1
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,happiness,1
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,neutral,11
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,relief,1
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,sadness,4
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,surprise,3
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,worry,13
Harry Potter and the Order of the Phoenix,The Department of Mysteries,156,fun,1
Harry Potter and the Order of the Phoenix,Beyond the Veil,157,worry,1
Harry Potter and the Order of the Phoenix,Beyond the Veil,157,sadness,1
Harry Potter and the Order of the Phoenix,Beyond the Veil,157,happiness,2
Harry Potter and the Order of the Phoenix,Beyond the Veil,157,neutral,1
Harry Potter and the Order of the Phoenix,Side by Side,158,sadness,2
Harry Potter and the Order of the Phoenix,Side by Side,158,neutral,2
Harry Potter and the Order of the Phoenix,Side by Side,158,worry,3
Harry Potter and the Order of the Phoenix,Wizards Duel,159,hate,1
Harry Potter and the Order of the Phoenix,Wizards Duel,159,fun,1
Harry Potter and the Order of the Phoenix,Wizards Duel,159,neutral,3
Harry Potter and the Order of the Phoenix,Wizards Duel,159,relief,1
Harry Potter and the Order of the Phoenix,Wizards Duel,159,sadness,2
Harry Potter and the Order of the Phoenix,Wizards Duel,159,surprise,2
Harry Potter and the Order of the Phoenix,Wizards Duel,159,worry,7
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,relief,3
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,sadness,7
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,neutral,15
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,enthusiasm,4
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,hate,4
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,happiness,4
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,surprise,6
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,worry,23
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,empty,1
Harry Potter and the Order of the Phoenix,The Lost Prophecy,160,fun,2
Harry Potter and the Order of the Phoenix,A way of coming back,161,worry,2
Harry Potter and the Order of the Phoenix,A way of coming back,161,fun,1
Harry Potter and the Half-Blood Prince,Snape's Visitors,162,sadness,1
Harry Potter and the Half-Blood Prince,Snape's Visitors,162,worry,12
Harry Potter and the Half-Blood Prince,Snape's Visitors,162,empty,2
Harry Potter and the Half-Blood Prince,Snape's Visitors,162,love,2
Harry Potter and the Half-Blood Prince,Snape's Visitors,162,neutral,2
Harry Potter and the Half-Blood Prince,Snape's Visitors,162,happiness,1
Harry Potter and the Half-Blood Prince,Who's Harry Potter?,163,worry,1
Harry Potter and the Half-Blood Prince,Who's Harry Potter?,163,neutral,1
Harry Potter and the Half-Blood Prince,Who's Harry Potter?,163,surprise,1
Harry Potter and the Half-Blood Prince,Who's Harry Potter?,163,fun,1
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,fun,3
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,worry,9
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,love,4
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,neutral,10
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,sadness,5
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,surprise,2
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,happiness,1
Harry Potter and the Half-Blood Prince,Horace Slughorn,164,hate,1
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,surprise,3
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,worry,15
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,relief,1
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,love,1
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,neutral,18
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,sadness,3
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,happiness,2
Harry Potter and the Half-Blood Prince,What Could Be Safer?,165,enthusiasm,1
Harry Potter and the Half-Blood Prince,That's For My Father,166,worry,6
Harry Potter and the Half-Blood Prince,That's For My Father,166,sadness,2
Harry Potter and the Half-Blood Prince,That's For My Father,166,relief,2
Harry Potter and the Half-Blood Prince,That's For My Father,166,neutral,5
Harry Potter and the Half-Blood Prince,That's For My Father,166,hate,1
Harry Potter and the Half-Blood Prince,That's For My Father,166,empty,1
Harry Potter and the Half-Blood Prince,That's For My Father,166,enthusiasm,1
Harry Potter and the Half-Blood Prince,That's For My Father,166,happiness,3
Harry Potter and the Half-Blood Prince,Dark Forces,167,neutral,2
Harry Potter and the Half-Blood Prince,Dark Forces,167,happiness,3
Harry Potter and the Half-Blood Prince,Dark Forces,167,empty,1
Harry Potter and the Half-Blood Prince,Dark Forces,167,hate,1
Harry Potter and the Half-Blood Prince,Dark Forces,167,relief,1
Harry Potter and the Half-Blood Prince,Dark Forces,167,sadness,2
Harry Potter and the Half-Blood Prince,Dark Forces,167,surprise,5
Harry Potter and the Half-Blood Prince,Dark Forces,167,love,2
Harry Potter and the Half-Blood Prince,Dark Forces,167,worry,4
Harry Potter and the Half-Blood Prince,The Half Blood Prince,168,worry,3
Harry Potter and the Half-Blood Prince,The Half Blood Prince,168,happiness,1
Harry Potter and the Half-Blood Prince,The Half Blood Prince,168,love,3
Harry Potter and the Half-Blood Prince,The Half Blood Prince,168,neutral,9
Harry Potter and the Half-Blood Prince,The Half Blood Prince,168,relief,2
Harry Potter and the Half-Blood Prince,The Half Blood Prince,168,sadness,3
Harry Potter and the Half-Blood Prince,The Half Blood Prince,168,surprise,1
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,neutral,6
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,worry,9
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,fun,1
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,happiness,5
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,love,1
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,surprise,6
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,sadness,2
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,relief,1
Harry Potter and the Half-Blood Prince,The Secret Riddle,169,hate,2
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,hate,1
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,love,1
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,surprise,3
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,relief,2
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,neutral,8
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,enthusiasm,1
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,fun,2
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,happiness,1
Harry Potter and the Half-Blood Prince,Hermione's Helping Hand,170,worry,5
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,fun,1
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,worry,14
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,surprise,3
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,sadness,3
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,relief,2
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,neutral,17
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,hate,1
Harry Potter and the Half-Blood Prince,Cursed Necklace,171,happiness,3
Harry Potter and the Half-Blood Prince,Slug Club,172,fun,2
Harry Potter and the Half-Blood Prince,Slug Club,172,happiness,2
Harry Potter and the Half-Blood Prince,Slug Club,172,relief,2
Harry Potter and the Half-Blood Prince,Slug Club,172,worry,8
Harry Potter and the Half-Blood Prince,Slug Club,172,love,1
Harry Potter and the Half-Blood Prince,Slug Club,172,neutral,4
Harry Potter and the Half-Blood Prince,Slug Club,172,sadness,5
Harry Potter and the Half-Blood Prince,Slug Club,172,surprise,2
Harry Potter and the Half-Blood Prince,Felix Felicis,173,surprise,2
Harry Potter and the Half-Blood Prince,Felix Felicis,173,neutral,11
Harry Potter and the Half-Blood Prince,Felix Felicis,173,happiness,4
Harry Potter and the Half-Blood Prince,Felix Felicis,173,worry,1
Harry Potter and the Half-Blood Prince,How It Feels,174,worry,2
Harry Potter and the Half-Blood Prince,How It Feels,174,surprise,1
Harry Potter and the Half-Blood Prince,How It Feels,174,happiness,1
Harry Potter and the Half-Blood Prince,How It Feels,174,love,2
Harry Potter and the Half-Blood Prince,How It Feels,174,neutral,2
Harry Potter and the Half-Blood Prince,How It Feels,174,relief,1
Harry Potter and the Half-Blood Prince,How It Feels,174,fun,1
Harry Potter and the Half-Blood Prince,Free Agents,175,empty,1
Harry Potter and the Half-Blood Prince,Free Agents,175,sadness,3
Harry Potter and the Half-Blood Prince,Free Agents,175,happiness,3
Harry Potter and the Half-Blood Prince,Free Agents,175,neutral,3
Harry Potter and the Half-Blood Prince,Free Agents,175,relief,3
Harry Potter and the Half-Blood Prince,Free Agents,175,surprise,2
Harry Potter and the Half-Blood Prince,Free Agents,175,worry,6
Harry Potter and the Half-Blood Prince,Free Agents,175,fun,1
Harry Potter and the Half-Blood Prince,The Unbreakable Vow,176,sadness,2
Harry Potter and the Half-Blood Prince,The Unbreakable Vow,176,fun,1
Harry Potter and the Half-Blood Prince,The Unbreakable Vow,176,neutral,1
Harry Potter and the Half-Blood Prince,The Unbreakable Vow,176,worry,1
Harry Potter and the Half-Blood Prince,The Unbreakable Vow,176,relief,1
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,enthusiasm,1
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,fun,2
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,happiness,2
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,hate,3
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,love,1
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,neutral,11
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,sadness,1
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,surprise,2
Harry Potter and the Half-Blood Prince,Death Eaters Attack,177,worry,8
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,neutral,3
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,worry,3
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,relief,1
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,surprise,4
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,sadness,2
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,empty,1
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,fun,1
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,happiness,1
Harry Potter and the Half-Blood Prince,Sluggish Memory,178,love,1
Harry Potter and the Half-Blood Prince,Perilous Potions,179,relief,1
Harry Potter and the Half-Blood Prince,Perilous Potions,179,empty,1
Harry Potter and the Half-Blood Prince,Perilous Potions,179,enthusiasm,1
Harry Potter and the Half-Blood Prince,Perilous Potions,179,sadness,8
Harry Potter and the Half-Blood Prince,Perilous Potions,179,surprise,1
Harry Potter and the Half-Blood Prince,Perilous Potions,179,neutral,20
Harry Potter and the Half-Blood Prince,Perilous Potions,179,happiness,3
Harry Potter and the Half-Blood Prince,Perilous Potions,179,love,4
Harry Potter and the Half-Blood Prince,Perilous Potions,179,worry,16
Harry Potter and the Half-Blood Prince,Sectumsempra,180,hate,2
Harry Potter and the Half-Blood Prince,Sectumsempra,180,empty,1
Harry Potter and the Half-Blood Prince,Sectumsempra,180,happiness,1
Harry Potter and the Half-Blood Prince,Sectumsempra,180,worry,2
Harry Potter and the Half-Blood Prince,Sectumsempra,180,sadness,2
Harry Potter and the Half-Blood Prince,Sectumsempra,180,neutral,2
Harry Potter and the Half-Blood Prince,Sectumsempra,180,love,1
Harry Potter and the Half-Blood Prince,Hiding the Book,181,relief,1
Harry Potter and the Half-Blood Prince,Hiding the Book,181,love,1
Harry Potter and the Half-Blood Prince,Hiding the Book,181,neutral,1
Harry Potter and the Half-Blood Prince,Hiding the Book,181,sadness,1
Harry Potter and the Half-Blood Prince,Hiding the Book,181,surprise,1
Harry Potter and the Half-Blood Prince,Hiding the Book,181,worry,1
Harry Potter and the Half-Blood Prince,Liquid Luck,182,sadness,1
Harry Potter and the Half-Blood Prince,Liquid Luck,182,empty,1
Harry Potter and the Half-Blood Prince,Liquid Luck,182,fun,2
Harry Potter and the Half-Blood Prince,Liquid Luck,182,happiness,2
Harry Potter and the Half-Blood Prince,Liquid Luck,182,love,1
Harry Potter and the Half-Blood Prince,Liquid Luck,182,neutral,16
Harry Potter and the Half-Blood Prince,Liquid Luck,182,relief,1
Harry Potter and the Half-Blood Prince,Liquid Luck,182,worry,8
Harry Potter and the Half-Blood Prince,After Aragog's Burial,183,relief,1
Harry Potter and the Half-Blood Prince,After Aragog's Burial,183,neutral,3
Harry Potter and the Half-Blood Prince,After Aragog's Burial,183,love,2
Harry Potter and the Half-Blood Prince,After Aragog's Burial,183,happiness,1
Harry Potter and the Half-Blood Prince,After Aragog's Burial,183,sadness,1
Harry Potter and the Half-Blood Prince,After Aragog's Burial,183,surprise,2
Harry Potter and the Half-Blood Prince,After Aragog's Burial,183,worry,8
Harry Potter and the Half-Blood Prince,Horcruxes,184,love,1
Harry Potter and the Half-Blood Prince,Horcruxes,184,happiness,2
Harry Potter and the Half-Blood Prince,Horcruxes,184,fun,1
Harry Potter and the Half-Blood Prince,Horcruxes,184,enthusiasm,1
Harry Potter and the Half-Blood Prince,Horcruxes,184,empty,3
Harry Potter and the Half-Blood Prince,Horcruxes,184,worry,22
Harry Potter and the Half-Blood Prince,Horcruxes,184,hate,3
Harry Potter and the Half-Blood Prince,Horcruxes,184,surprise,9
Harry Potter and the Half-Blood Prince,Horcruxes,184,sadness,7
Harry Potter and the Half-Blood Prince,Horcruxes,184,relief,1
Harry Potter and the Half-Blood Prince,Horcruxes,184,neutral,24
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,love,2
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,neutral,4
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,happiness,4
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,sadness,1
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,surprise,1
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,worry,10
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,fun,3
Harry Potter and the Half-Blood Prince,The Astronomy Tower,185,relief,2
Harry Potter and the Half-Blood Prince,Flight of the Prince,186,fun,1
Harry Potter and the Half-Blood Prince,Flight of the Prince,186,worry,2
Harry Potter and the Half-Blood Prince,Flight of the Prince,186,neutral,5
Harry Potter and the Half-Blood Prince,Flight of the Prince,186,hate,1
Harry Potter and the Half-Blood Prince,R.a.B.,187,surprise,2
Harry Potter and the Half-Blood Prince,R.a.B.,187,sadness,1
Harry Potter and the Half-Blood Prince,R.a.B.,187,neutral,4
Harry Potter and the Half-Blood Prince,R.a.B.,187,happiness,3
Harry Potter and the Half-Blood Prince,R.a.B.,187,empty,1
Harry Potter and the Half-Blood Prince,R.a.B.,187,worry,8
Harry Potter and the Deathly Hallows Part 1,Dark Times,188,worry,1
Harry Potter and the Deathly Hallows Part 1,Dark Times,188,sadness,1
Harry Potter and the Deathly Hallows Part 1,Dark Times,188,relief,1
Harry Potter and the Deathly Hallows Part 1,Dark Times,188,neutral,2
Harry Potter and the Deathly Hallows Part 1,Dark Times,188,love,3
Harry Potter and the Deathly Hallows Part 1,Dark Times,188,happiness,1
Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,189,sadness,2
Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,189,happiness,1
Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,189,neutral,8
Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,189,relief,2
Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,189,surprise,1
Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,189,worry,4
Harry Potter and the Deathly Hallows Part 1,Dark Lord Ascending,189,love,3
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,love,1
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,hate,1
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,happiness,1
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,fun,3
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,surprise,2
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,neutral,17
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,relief,1
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,enthusiasm,2
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,sadness,3
Harry Potter and the Deathly Hallows Part 1,The Seven Potters,190,worry,14
Harry Potter and the Deathly Hallows Part 1,Aerial Ambush,191,fun,1
Harry Potter and the Deathly Hallows Part 1,Aerial Ambush,191,worry,3
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,worry,15
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,surprise,2
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,sadness,4
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,relief,4
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,love,3
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,hate,1
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,neutral,5
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,fun,1
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,enthusiasm,1
Harry Potter and the Deathly Hallows Part 1,Fallen Warrior,192,happiness,3
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,193,worry,8
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,193,surprise,1
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,193,sadness,7
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,193,neutral,12
Harry Potter and the Deathly Hallows Part 1,Dumbledore's Will,193,fun,1
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,neutral,6
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,relief,2
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,sadness,4
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,surprise,9
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,worry,6
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,happiness,5
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,empty,1
Harry Potter and the Deathly Hallows Part 1,The Wedding,194,love,2
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,worry,8
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,surprise,5
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,sadness,5
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,neutral,9
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,love,1
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,hate,2
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,happiness,3
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,fun,1
Harry Potter and the Deathly Hallows Part 1,Place to Hide,195,empty,1
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,196,worry,7
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,196,surprise,1
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,196,sadness,1
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,196,relief,1
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,196,neutral,3
Harry Potter and the Deathly Hallows Part 1,Kreacher's Tale,196,empty,1
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,197,sadness,1
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,197,fun,1
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,197,happiness,2
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,197,worry,2
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,197,surprise,2
Harry Potter and the Deathly Hallows Part 1,Theft of a Thief,197,neutral,6
