movie,chapter,scene_counting,emotion,prediction
Harry Potter and the Chamber of Secrets,Welcome back,74,worry,3
Harry Potter and the Prisoner of Azkaban,Under Covers Prologue,75,neutral,1
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,happiness,1
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,sadness,2
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,relief,2
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,neutral,8
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,love,2
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,hate,3
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,worry,4
Harry Potter and the Prisoner of Azkaban,Aunt Marge's Big Mistake,76,empty,1
Harry Potter and the Prisoner of Azkaban,The Knight Bus,77,sadness,2
Harry Potter and the Prisoner of Azkaban,The Knight Bus,77,relief,1
Harry Potter and the Prisoner of Azkaban,The Knight Bus,77,neutral,7
Harry Potter and the Prisoner of Azkaban,The Knight Bus,77,hate,1
Harry Potter and the Prisoner of Azkaban,The Knight Bus,77,happiness,2
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,78,sadness,1
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,78,hate,1
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,78,worry,2
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,78,surprise,1
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,78,neutral,4
Harry Potter and the Prisoner of Azkaban,The Leaky Cauldron,78,relief,1
Harry Potter and the Prisoner of Azkaban,In Grave Danger,79,neutral,11
Harry Potter and the Prisoner of Azkaban,In Grave Danger,79,happiness,4
Harry Potter and the Prisoner of Azkaban,In Grave Danger,79,empty,1
Harry Potter and the Prisoner of Azkaban,In Grave Danger,79,surprise,3
Harry Potter and the Prisoner of Azkaban,In Grave Danger,79,worry,4
Harry Potter and the Prisoner of Azkaban,In Grave Danger,79,sadness,1
Harry Potter and the Prisoner of Azkaban,The Dementor,80,surprise,3
Harry Potter and the Prisoner of Azkaban,The Dementor,80,happiness,1
Harry Potter and the Prisoner of Azkaban,The Dementor,80,relief,1
Harry Potter and the Prisoner of Azkaban,The Dementor,80,sadness,4
Harry Potter and the Prisoner of Azkaban,The Dementor,80,worry,10
Harry Potter and the Prisoner of Azkaban,The Dementor,80,fun,1
Harry Potter and the Prisoner of Azkaban,The Dementor,80,empty,1
Harry Potter and the Prisoner of Azkaban,The Dementor,80,neutral,3
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,81,fun,2
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,81,happiness,1
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,81,neutral,2
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,81,relief,1
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,81,sadness,2
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,81,surprise,1
Harry Potter and the Prisoner of Azkaban,Welcome and Warning,81,worry,1
Harry Potter and the Prisoner of Azkaban,Tea Leaves,82,surprise,1
Harry Potter and the Prisoner of Azkaban,Tea Leaves,82,worry,3
Harry Potter and the Prisoner of Azkaban,Tea Leaves,82,love,1
Harry Potter and the Prisoner of Azkaban,Tea Leaves,82,neutral,5
Harry Potter and the Prisoner of Azkaban,Tea Leaves,82,fun,1
Harry Potter and the Prisoner of Azkaban,Tea Leaves,82,happiness,1
Harry Potter and the Prisoner of Azkaban,Buckbeak,83,sadness,1
Harry Potter and the Prisoner of Azkaban,Buckbeak,83,relief,3
Harry Potter and the Prisoner of Azkaban,Buckbeak,83,neutral,4
Harry Potter and the Prisoner of Azkaban,Buckbeak,83,happiness,1
Harry Potter and the Prisoner of Azkaban,Buckbeak,83,enthusiasm,2
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,enthusiasm,1
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,fun,2
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,neutral,4
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,worry,7
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,surprise,3
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,sadness,2
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,relief,1
Harry Potter and the Prisoner of Azkaban,Boggart in the Wardrobe,84,happiness,2
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,85,hate,1
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,85,fun,2
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,85,love,1
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,85,sadness,1
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,85,surprise,1
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,85,worry,5
Harry Potter and the Prisoner of Azkaban,Talent for Trouble,85,empty,2
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,86,neutral,8
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,86,hate,1
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,86,happiness,1
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,86,surprise,3
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,86,worry,7
Harry Potter and the Prisoner of Azkaban,Flight of the Fat Lady,86,sadness,2
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,87,neutral,7
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,87,surprise,1
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,87,sadness,2
Harry Potter and the Prisoner of Azkaban,Substitute Teacher,87,worry,1
Harry Potter and the Prisoner of Azkaban,Grim Defeat,88,sadness,4
Harry Potter and the Prisoner of Azkaban,Grim Defeat,88,fun,1
Harry Potter and the Prisoner of Azkaban,Grim Defeat,88,love,1
Harry Potter and the Prisoner of Azkaban,Grim Defeat,88,worry,4
Harry Potter and the Prisoner of Azkaban,Grim Defeat,88,neutral,5
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,relief,1
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,enthusiasm,1
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,fun,2
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,happiness,3
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,empty,1
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,surprise,1
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,worry,3
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,hate,2
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,sadness,1
Harry Potter and the Prisoner of Azkaban,The Marauder's Map,89,neutral,7
Harry Potter and the Prisoner of Azkaban,Who's There?,90,enthusiasm,1
Harry Potter and the Prisoner of Azkaban,Who's There?,90,fun,2
Harry Potter and the Prisoner of Azkaban,Who's There?,90,happiness,1
Harry Potter and the Prisoner of Azkaban,Who's There?,90,hate,1
Harry Potter and the Prisoner of Azkaban,Who's There?,90,neutral,2
Harry Potter and the Prisoner of Azkaban,Who's There?,90,sadness,1
Harry Potter and the Prisoner of Azkaban,Who's There?,90,worry,3
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,neutral,4
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,empty,1
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,fun,3
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,hate,1
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,sadness,1
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,surprise,2
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,worry,9
Harry Potter and the Prisoner of Azkaban,I Hope He Finds Me,91,love,1
Harry Potter and the Prisoner of Azkaban,The Patronus,92,fun,3
Harry Potter and the Prisoner of Azkaban,The Patronus,92,happiness,2
Harry Potter and the Prisoner of Azkaban,The Patronus,92,hate,1
Harry Potter and the Prisoner of Azkaban,The Patronus,92,neutral,4
Harry Potter and the Prisoner of Azkaban,The Patronus,92,relief,3
Harry Potter and the Prisoner of Azkaban,The Patronus,92,sadness,1
Harry Potter and the Prisoner of Azkaban,The Patronus,92,surprise,2
Harry Potter and the Prisoner of Azkaban,The Patronus,92,worry,10
Harry Potter and the Prisoner of Azkaban,Seeing the Impossible,93,happiness,2
Harry Potter and the Prisoner of Azkaban,Seeing the Impossible,93,neutral,10
Harry Potter and the Prisoner of Azkaban,Seeing the Impossible,93,love,1
Harry Potter and the Prisoner of Azkaban,Seeing the Impossible,93,surprise,2
Harry Potter and the Prisoner of Azkaban,Seeing the Impossible,93,sadness,1
Harry Potter and the Prisoner of Azkaban,Seeing the Impossible,93,worry,7
Harry Potter and the Prisoner of Azkaban,Professor Trelawney's Prediction,94,empty,1
Harry Potter and the Prisoner of Azkaban,Professor Trelawney's Prediction,94,relief,2
Harry Potter and the Prisoner of Azkaban,Professor Trelawney's Prediction,94,sadness,1
Harry Potter and the Prisoner of Azkaban,Professor Trelawney's Prediction,94,worry,1
Harry Potter and the Prisoner of Azkaban,Professor Trelawney's Prediction,94,neutral,2
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,empty,1
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,enthusiasm,1
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,fun,2
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,happiness,2
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,love,2
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,neutral,2
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,relief,1
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,surprise,5
Harry Potter and the Prisoner of Azkaban,Witnesses to an Execution,95,worry,6
Harry Potter and the Prisoner of Azkaban,The Womping Willow,96,neutral,4
Harry Potter and the Prisoner of Azkaban,The Womping Willow,96,fun,1
Harry Potter and the Prisoner of Azkaban,The Womping Willow,96,worry,1
Harry Potter and the Prisoner of Azkaban,The Womping Willow,96,happiness,2
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,relief,1
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,sadness,1
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,happiness,1
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,worry,6
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,surprise,1
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,fun,1
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,neutral,3
Harry Potter and the Prisoner of Azkaban,Sirius Black,97,hate,1
Harry Potter and the Prisoner of Azkaban,Peter Pettigrew,98,worry,8
Harry Potter and the Prisoner of Azkaban,Peter Pettigrew,98,surprise,4
Harry Potter and the Prisoner of Azkaban,Peter Pettigrew,98,sadness,2
Harry Potter and the Prisoner of Azkaban,Peter Pettigrew,98,neutral,6
Harry Potter and the Prisoner of Azkaban,Peter Pettigrew,98,love,4
Harry Potter and the Prisoner of Azkaban,Peter Pettigrew,98,fun,2
Harry Potter and the Prisoner of Azkaban,Peter Pettigrew,98,happiness,1
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,surprise,2
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,relief,2
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,neutral,3
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,love,2
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,happiness,2
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,fun,1
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,sadness,1
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,empty,1
Harry Potter and the Prisoner of Azkaban,Friends Become Foes,99,worry,6
Harry Potter and the Prisoner of Azkaban,The Dementor's Kiss,100,fun,1
Harry Potter and the Prisoner of Azkaban,Hermione's Secret,101,surprise,2
Harry Potter and the Prisoner of Azkaban,Hermione's Secret,101,worry,4
Harry Potter and the Prisoner of Azkaban,Hermione's Secret,101,neutral,2
Harry Potter and the Prisoner of Azkaban,Hermione's Secret,101,sadness,1
Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,102,neutral,2
Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,102,relief,2
Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,102,worry,3
Harry Potter and the Prisoner of Azkaban,Onlookers to the Rescue,102,empty,1
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,worry,10
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,enthusiasm,1
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,empty,1
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,neutral,5
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,sadness,2
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,love,1
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,fun,7
Harry Potter and the Prisoner of Azkaban,Saving Lives,103,surprise,4
Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",104,hate,1
Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",104,worry,5
Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",104,sadness,1
Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",104,relief,4
Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",104,neutral,4
Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",104,love,1
Harry Potter and the Prisoner of Azkaban,"Truly Seen, Truly Free",104,happiness,1
Harry Potter and the Prisoner of Azkaban,Mischief Managed,105,fun,1
Harry Potter and the Prisoner of Azkaban,Mischief Managed,105,worry,2
Harry Potter and the Prisoner of Azkaban,Mischief Managed,105,surprise,1
Harry Potter and the Prisoner of Azkaban,Mischief Managed,105,relief,2
Harry Potter and the Prisoner of Azkaban,Mischief Managed,105,neutral,1
Harry Potter and the Prisoner of Azkaban,The Firebolt,106,fun,1
Harry Potter and the Prisoner of Azkaban,The Firebolt,106,surprise,1
Harry Potter and the Prisoner of Azkaban,The Firebolt,106,happiness,1
Harry Potter and the Prisoner of Azkaban,The Firebolt,106,neutral,2
Harry Potter and the Gobelt of Fire,The Riddle House,107,worry,1
Harry Potter and the Gobelt of Fire,The Riddle House,107,sadness,1
Harry Potter and the Gobelt of Fire,The Riddle House,107,relief,1
Harry Potter and the Gobelt of Fire,The Riddle House,107,neutral,1
Harry Potter and the Gobelt of Fire,The Riddle House,107,happiness,1
Harry Potter and the Gobelt of Fire,The Portkey,108,happiness,3
Harry Potter and the Gobelt of Fire,The Portkey,108,love,1
Harry Potter and the Gobelt of Fire,The Portkey,108,empty,1
Harry Potter and the Gobelt of Fire,The Portkey,108,worry,8
Harry Potter and the Gobelt of Fire,The Portkey,108,relief,1
Harry Potter and the Gobelt of Fire,The Portkey,108,neutral,7
Harry Potter and the Gobelt of Fire,The Quidditch World Cup,109,worry,3
Harry Potter and the Gobelt of Fire,The Quidditch World Cup,109,neutral,2
Harry Potter and the Gobelt of Fire,The Quidditch World Cup,109,happiness,1
Harry Potter and the Gobelt of Fire,The Dark Mark,110,surprise,2
Harry Potter and the Gobelt of Fire,The Dark Mark,110,empty,1
Harry Potter and the Gobelt of Fire,The Dark Mark,110,fun,1
Harry Potter and the Gobelt of Fire,The Dark Mark,110,worry,3
Harry Potter and the Gobelt of Fire,The Dark Mark,110,happiness,2
Harry Potter and the Gobelt of Fire,The Dark Mark,110,love,7
Harry Potter and the Gobelt of Fire,The Dark Mark,110,sadness,1
Harry Potter and the Gobelt of Fire,The Dark Mark,110,neutral,7
Harry Potter and the Gobelt of Fire,The Triwizard Tournament,111,relief,2
Harry Potter and the Gobelt of Fire,The Triwizard Tournament,111,neutral,6
Harry Potter and the Gobelt of Fire,The Triwizard Tournament,111,hate,1
Harry Potter and the Gobelt of Fire,The Triwizard Tournament,111,worry,2
Harry Potter and the Gobelt of Fire,The Triwizard Tournament,111,fun,2
Harry Potter and the Gobelt of Fire,The Triwizard Tournament,111,happiness,4
Harry Potter and the Gobelt of Fire,The Goblet of Fire,112,neutral,1
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,neutral,9
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,sadness,2
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,enthusiasm,1
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,fun,1
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,happiness,2
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,hate,1
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,surprise,2
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,worry,3
Harry Potter and the Gobelt of Fire,The Unforgivable Curses,113,relief,3
Harry Potter and the Gobelt of Fire,The Four Champions,114,hate,1
Harry Potter and the Gobelt of Fire,The Four Champions,114,happiness,1
Harry Potter and the Gobelt of Fire,The Four Champions,114,neutral,6
Harry Potter and the Gobelt of Fire,The Four Champions,114,worry,8
Harry Potter and the Gobelt of Fire,Let Events Unfold,115,happiness,1
Harry Potter and the Gobelt of Fire,Let Events Unfold,115,hate,2
Harry Potter and the Gobelt of Fire,Let Events Unfold,115,neutral,4
Harry Potter and the Gobelt of Fire,Let Events Unfold,115,relief,1
Harry Potter and the Gobelt of Fire,Let Events Unfold,115,sadness,2
Harry Potter and the Gobelt of Fire,Let Events Unfold,115,surprise,1
Harry Potter and the Gobelt of Fire,Let Events Unfold,115,worry,2
Harry Potter and the Gobelt of Fire,Rita Skeeter,116,relief,1
Harry Potter and the Gobelt of Fire,Rita Skeeter,116,worry,2
Harry Potter and the Gobelt of Fire,Rita Skeeter,116,love,2
Harry Potter and the Gobelt of Fire,Rita Skeeter,116,neutral,3
Harry Potter and the Gobelt of Fire,Rita Skeeter,116,surprise,2
Harry Potter and the Gobelt of Fire,Sirius Conversation,117,relief,2
Harry Potter and the Gobelt of Fire,Sirius Conversation,117,sadness,2
Harry Potter and the Gobelt of Fire,Sirius Conversation,117,surprise,2
Harry Potter and the Gobelt of Fire,Sirius Conversation,117,worry,4
Harry Potter and the Gobelt of Fire,Sirius Conversation,117,neutral,4
Harry Potter and the Gobelt of Fire,The Hungarian Horntail,118,worry,7
Harry Potter and the Gobelt of Fire,The Hungarian Horntail,118,empty,1
Harry Potter and the Gobelt of Fire,The Hungarian Horntail,118,fun,1
Harry Potter and the Gobelt of Fire,The Hungarian Horntail,118,neutral,6
Harry Potter and the Gobelt of Fire,The Hungarian Horntail,118,surprise,3
Harry Potter and the Gobelt of Fire,The Hungarian Horntail,118,relief,2
Harry Potter and the Gobelt of Fire,Transforming Malfoy,119,sadness,2
Harry Potter and the Gobelt of Fire,Transforming Malfoy,119,worry,2
Harry Potter and the Gobelt of Fire,Transforming Malfoy,119,surprise,4
Harry Potter and the Gobelt of Fire,Transforming Malfoy,119,neutral,4
Harry Potter and the Gobelt of Fire,Transforming Malfoy,119,fun,3
Harry Potter and the Gobelt of Fire,Transforming Malfoy,119,happiness,1
Harry Potter and the Gobelt of Fire,The First Task,120,enthusiasm,3
Harry Potter and the Gobelt of Fire,The First Task,120,happiness,2
Harry Potter and the Gobelt of Fire,The First Task,120,love,1
Harry Potter and the Gobelt of Fire,The First Task,120,neutral,9
Harry Potter and the Gobelt of Fire,The First Task,120,relief,2
Harry Potter and the Gobelt of Fire,The First Task,120,worry,7
Harry Potter and the Gobelt of Fire,The First Task,120,surprise,2
Harry Potter and the Gobelt of Fire,The First Task,120,sadness,3
Harry Potter and the Gobelt of Fire,Best Foot Forward,121,happiness,1
Harry Potter and the Gobelt of Fire,Best Foot Forward,121,sadness,2
Harry Potter and the Gobelt of Fire,Best Foot Forward,121,neutral,5
Harry Potter and the Gobelt of Fire,Best Foot Forward,121,worry,2
Harry Potter and the Gobelt of Fire,Best Foot Forward,121,love,1
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,empty,1
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,fun,1
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,neutral,4
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,relief,2
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,sadness,2
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,surprise,1
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,worry,9
Harry Potter and the Gobelt of Fire,An Unexpected Challenge,122,happiness,1
Harry Potter and the Gobelt of Fire,The Yule Ball,123,fun,2
Harry Potter and the Gobelt of Fire,The Yule Ball,123,happiness,4
Harry Potter and the Gobelt of Fire,The Yule Ball,123,neutral,7
Harry Potter and the Gobelt of Fire,The Yule Ball,123,sadness,3
Harry Potter and the Gobelt of Fire,The Yule Ball,123,surprise,2
Harry Potter and the Gobelt of Fire,The Yule Ball,123,worry,10
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,love,1
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,fun,3
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,happiness,1
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,hate,1
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,neutral,13
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,worry,4
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,sadness,2
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,surprise,3
Harry Potter and the Gobelt of Fire,The Egg's Clue,124,relief,1
Harry Potter and the Gobelt of Fire,The Second Task,125,worry,5
Harry Potter and the Gobelt of Fire,The Second Task,125,sadness,1
Harry Potter and the Gobelt of Fire,The Second Task,125,relief,4
Harry Potter and the Gobelt of Fire,The Second Task,125,fun,1
Harry Potter and the Gobelt of Fire,The Second Task,125,enthusiasm,1
Harry Potter and the Gobelt of Fire,The Second Task,125,surprise,1
Harry Potter and the Gobelt of Fire,The Second Task,125,neutral,4
Harry Potter and the Gobelt of Fire,Never Whole Again,126,happiness,2
Harry Potter and the Gobelt of Fire,Never Whole Again,126,relief,1
Harry Potter and the Gobelt of Fire,Never Whole Again,126,surprise,1
Harry Potter and the Gobelt of Fire,The Pensieve,127,worry,7
Harry Potter and the Gobelt of Fire,The Pensieve,127,surprise,1
Harry Potter and the Gobelt of Fire,The Pensieve,127,fun,1
Harry Potter and the Gobelt of Fire,The Pensieve,127,happiness,1
Harry Potter and the Gobelt of Fire,The Pensieve,127,neutral,11
Harry Potter and the Gobelt of Fire,The Pensieve,127,empty,1
Harry Potter and the Gobelt of Fire,Dreams and Suspicions,128,happiness,1
Harry Potter and the Gobelt of Fire,Dreams and Suspicions,128,surprise,3
Harry Potter and the Gobelt of Fire,Dreams and Suspicions,128,love,2
Harry Potter and the Gobelt of Fire,Dreams and Suspicions,128,neutral,2
Harry Potter and the Gobelt of Fire,Dreams and Suspicions,128,worry,4
Harry Potter and the Gobelt of Fire,The Third Task,129,hate,1
Harry Potter and the Gobelt of Fire,The Third Task,129,neutral,5
Harry Potter and the Gobelt of Fire,The Third Task,129,surprise,1
Harry Potter and the Gobelt of Fire,The Third Task,129,worry,1
Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",130,fun,1
Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",130,neutral,4
Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",130,worry,1
Harry Potter and the Gobelt of Fire,"Flesh, Blood and Bone",130,happiness,2
Harry Potter and the Gobelt of Fire,The Death Eaters,131,worry,5
Harry Potter and the Gobelt of Fire,The Death Eaters,131,surprise,1
Harry Potter and the Gobelt of Fire,The Death Eaters,131,neutral,2
Harry Potter and the Gobelt of Fire,The Death Eaters,131,love,1
Harry Potter and the Gobelt of Fire,The Death Eaters,131,hate,1
Harry Potter and the Gobelt of Fire,The Death Eaters,131,happiness,1
Harry Potter and the Gobelt of Fire,Priori Incantatem,132,neutral,1
Harry Potter and the Gobelt of Fire,Priori Incantatem,132,enthusiasm,1
Harry Potter and the Gobelt of Fire,Priori Incantatem,132,love,1
Harry Potter and the Gobelt of Fire,Priori Incantatem,132,worry,4
Harry Potter and the Gobelt of Fire,Veritaserum,133,sadness,2
Harry Potter and the Gobelt of Fire,Veritaserum,133,fun,2
Harry Potter and the Gobelt of Fire,Veritaserum,133,neutral,7
Harry Potter and the Gobelt of Fire,Veritaserum,133,relief,2
Harry Potter and the Gobelt of Fire,Veritaserum,133,worry,4
Harry Potter and the Gobelt of Fire,Parting Ways,134,worry,5
Harry Potter and the Gobelt of Fire,Parting Ways,134,surprise,1
Harry Potter and the Gobelt of Fire,Parting Ways,134,neutral,1
Harry Potter and the Gobelt of Fire,Parting Ways,134,happiness,1
Harry Potter and the Order of the Phoenix,Dudley Demented,135,neutral,5
Harry Potter and the Order of the Phoenix,Dudley Demented,135,sadness,2
Harry Potter and the Order of the Phoenix,Dudley Demented,135,worry,3
Harry Potter and the Order of the Phoenix,Dudley Demented,135,hate,1
Harry Potter and the Order of the Phoenix,Dudley Demented,135,fun,2
Harry Potter and the Order of the Phoenix,Dudley Demented,135,happiness,1
Harry Potter and the Order of the Phoenix,The Advance Guard,136,worry,4
Harry Potter and the Order of the Phoenix,The Advance Guard,136,neutral,7
Harry Potter and the Order of the Phoenix,The Advance Guard,136,hate,3
Harry Potter and the Order of the Phoenix,The Advance Guard,136,happiness,2
Harry Potter and the Order of the Phoenix,The Advance Guard,136,enthusiasm,1
Harry Potter and the Order of the Phoenix,The Advance Guard,136,relief,1
Harry Potter and the Order of the Phoenix,The Advance Guard,136,surprise,1
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",137,love,1
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",137,surprise,1
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",137,worry,2
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",137,enthusiasm,2
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",137,neutral,3
Harry Potter and the Order of the Phoenix,"Number Twelve, Grimmauld Place",137,sadness,1
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,sadness,3
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,surprise,7
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,worry,13
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,hate,1
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,relief,1
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,happiness,4
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,enthusiasm,1
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,neutral,9
Harry Potter and the Order of the Phoenix,The Order of the Phoenix,138,love,4
Harry Potter and the Order of the Phoenix,The Ministry of Magic,139,happiness,3
Harry Potter and the Order of the Phoenix,The Ministry of Magic,139,worry,2
Harry Potter and the Order of the Phoenix,The Ministry of Magic,139,relief,1
Harry Potter and the Order of the Phoenix,The Ministry of Magic,139,neutral,5
Harry Potter and the Order of the Phoenix,The Ministry of Magic,139,sadness,1
Harry Potter and the Order of the Phoenix,The Ministry of Magic,139,love,2
Harry Potter and the Order of the Phoenix,The Hearing,140,worry,5
Harry Potter and the Order of the Phoenix,The Hearing,140,surprise,1
Harry Potter and the Order of the Phoenix,The Hearing,140,sadness,1
Harry Potter and the Order of the Phoenix,The Hearing,140,relief,1
Harry Potter and the Order of the Phoenix,The Hearing,140,neutral,10
